variable,drug,replicate
46.60124391384,Control,180807
31.029200107808,Control,180807
30.100526115072,Control,180807
40.25849628304,Control,180807
39.92340772896,Control,180807
30.603158946192003,Control,180807
22.695069069904,Control,180807
45.940640764368,Control,180807
35.217807033808,Control,180807
27.726184360448,Control,180807
54.638582232416,Control,180807
28.750597940064,Control,180807
29.521301614448,Control,180807
48.487313775376,Control,180807
41.062708812832,Control,180807
26.242220763808,Control,180807
35.739587782304,Control,180807
31.4743891868,Control,180807
41.230253089872,Control,180807
41.206318193152,Control,180807
41.469602057072,Control,180807
40.023934295184,Control,180807
37.663953478592,Control,180807
32.441359014288004,Control,180807
20.617520034608,Control,180807
36.218285716704,Control,180807
35.763522679024,Control,180807
36.156054985232,Control,180807
34.380085648607995,Control,180807
53.484920210512,Control,180807
31.436093352048,Control,180807
27.869793740768,Control,180807
32.848252258528,Control,180807
27.084729128352,Control,180807
45.725226693888,Control,180807
49.243656511728,Control,180807
42.19722291736,Control,180807
47.826710625904,Control,180807
53.719482198368,Control,180807
34.432742421392,Control,180807
34.384872627952,Control,180807
45.131641255232,Control,180807
40.459549415488,Control,180807
29.48779275904,Control,180807
21.148874741792,Control,180807
32.24030588184,Control,180807
20.765916394272,Control,180807
40.584010878432,Control,180807
31.493537104176003,Control,180807
48.08520751048,Control,180807
28.640497415152,Control,180807
25.9693629412,Control,180807
23.944470678688003,Control,180807
20.20105283168,Control,180807
48.16658615932801,Control,180807
33.65246478832,Control,180807
20.670176807392,Control,180807
24.289133191456,Control,180807
33.331737172272,Control,180807
28.295834902384,Control,180807
33.212062688672,Control,180807
20.670176807392,Control,180807
36.610818022912,Control,180807
35.75873569968,Control,180807
31.598850649744,Control,180807
36.247007592768,Control,180807
39.92340772896,Control,180807
39.918620749616,Control,180807
45.21301990408,Control,180807
36.022019563600004,Control,180807
28.348491675168,Control,180807
37.204403461568,Control,180807
27.702249463728,Control,180807
33.566299160128004,Control,180807
27.510770289968,Control,180807
24.207754542608,Control,180807
47.563426761984,Control,180807
32.292962654624,Control,180807
32.709429857552,Control,180807
32.369554324128,Control,180807
36.35710811768,Control,180807
22.637625317776,Control,180807
25.169937390752,Control,180807
22.42699822664,Control,180807
24.24605037736,Control,180807
28.707515125968,Control,180807
29.334609420032,Control,180807
24.62900872488,Control,180807
49.013881503216,Control,180807
31.325992827136,Control,180807
40.387744725328005,Control,180807
23.331737322656004,Control,180807
32.278601716592,Control,180807
30.234561536704,Control,180807
30.698898533072,Control,180807
49.597892983184,Control,180807
40.483484312208,Control,180807
43.82479589432001,Control,180807
25.978936899888,Control,180807
30.914312603552,Control,180807
45.026327709664,Control,180807
18.841550697984,Control,180807
47.003350178736,Control,180807
49.085686193376,Control,180807
39.813307204048,Control,180807
48.640497114384,Control,180807
35.174724219712,Control,180807
25.902345230384,Control,180807
13.42747705992,Control,180807
29.928194858688,Control,180807
28.291047923040004,Control,180807
54.652943170448,Control,180807
30.48348446259201,Control,180807
22.824317512192,Control,180807
29.004307845296,Control,180807
35.959788832128,Control,180807
39.34897020768,Control,180807
50.248922173968,Control,180807
36.208711758016,Control,180807
26.347534309376,Control,180807
45.347055325712006,Control,180807
33.432263738496,Control,180807
27.108664025072,Control,180807
33.690760623072,Control,180807
45.926279826336,Control,180807
32.95835278344001,Control,180807
18.913355388144,Control,180807
41.522258829856,Control,180807
24.944949361584,Control,180807
32.809956423776,Control,180807
51.73288577060799,Control,180807
48.712301804544,Control,180807
9.195787319824,Control,180807
38.358065483472,Control,180807
22.465294061392,Control,180807
37.692675354656,Control,180807
15.490665157184,Control,180807
26.022019713984,Control,180807
35.481090897728,Control,180807
23.451411806256,Control,180807
19.784585628752,Control,180807
33.513642387344,Control,180807
44.964096978192,Control,180807
37.38630867664,Control,180807
36.457634683904,Control,180807
25.935854085792,Control,180807
40.368596807952,Control,180807
40.8089989076,Control,180807
18.946864243552,Control,180807
41.7663947764,Control,180807
36.926758659616,Control,180807
33.312589254896004,Control,180807
40.095738985344,Control,180807
40.023934295184,Control,180807
37.788414941536,Control,180807
8.47295343888,Control,180807
34.542842946304,Control,180807
24.6529436216,Control,180807
53.08760092495999,Control,180807
44.356150601504,Control,180807
36.768788341264,Control,180807
27.324078095552,Control,180807
35.409286207568,Control,180807
34.044997094528,Control,180807
25.461943130736,Control,180807
29.875538085904,Control,180807
35.241741930528,Control,180807
33.944470528304,Control,180807
18.606988710128,Control,180807
42.872187004864,Control,180807
36.151268005888,Control,180807
47.204403311184,Control,180807
25.476304068768,Control,180807
26.682622863456,Control,180807
31.752033988752,Control,180807
33.84394396,Control,190703
12.4222114,Control,190703
30.80899906,Control,190703
39.35854417,Control,190703
17.83149806,Control,190703
32.38391526,Control,190703
10.36381028,Control,190703
33.84394396,Control,190703
8.841550847999999,Control,190703
46.19913765,Control,190703
8.889420642000001,Control,190703
26.22785983,Control,190703
45.36620324,Control,190703
48.19052106,Control,190703
47.68788822,Control,190703
41.55098071,Control,190703
12.38391556,Control,190703
36.47199562,Control,190703
8.985160229,Control,190703
6.462422114,Control,190703
50.28721801,Control,190703
28.93250316,Control,190703
29.24365681,Control,190703
11.46002855,Control,190703
17.20440376,Control,190703
9.789372758,Control,190703
21.67544247,Control,190703
25.2130202,Control,190703
32.69028194,Control,190703
8.788894076,Control,190703
12.18764941,Control,190703
15.8975584,Control,190703
10.01914777,Control,190703
6.4672090939999975,Control,190703
43.88223965,Control,190703
36.76400136,Control,190703
26.32838639,Control,190703
11.51268532,Control,190703
42.52273751,Control,190703
53.98276606,Control,190703
37.30493003,Control,190703
12.7237911,Control,190703
34.72474816,Control,190703
47.09908977,Control,190703
13.1402583,Control,190703
9.013882105,Control,190703
11.73288637,Control,190703
43.7769261,Control,190703
9.990425891,Control,190703
20.24413565,Control,190703
22.66634719,Control,190703
11.88128273,Control,190703
17.95117254,Control,190703
41.37864945,Control,190703
9.880325366,Control,190703
8.798468033999999,Control,190703
35.76352268,Control,190703
25.77309679,Control,190703
43.26950629,Control,190703
13.18334111,Control,190703
12.36955462,Control,190703
13.00622288,Control,190703
17.02249855,Control,190703
11.20631864,Control,190703
8.013403422,Control,190703
12.09190982,Control,190703
33.17855383,Control,190703
8.812828972,Control,190703
35.57683048,Control,190703
11.5653421,Control,190703
37.27620815,Control,190703
24.61943477,Control,190703
16.72091885,Control,190703
14.42795574,Control,190703
35.99808467,Control,190703
33.63810385,Control,190703
25.03590197,Control,190703
27.6017229,Control,190703
8.128290926,Control,190703
11.9339395,Control,190703
29.30588754,Control,190703
31.93872618,Control,190703
43.72426933,Control,190703
12.1445666,Control,190703
6.381043466,Control,190703
7.118238285,Control,190703
10.85686915,Control,190703
29.4542839,Control,190703
34.76783098,Control,190703
8.674006571,Control,190703
7.821924247999999,Control,190703
10.00957381,Control,190703
13.1641932,Control,190703
44.59071259,Control,190703
29.68884589,Control,190703
12.84825256,Control,190703
16.59167041,Control,190703
7.683101847,Control,190703
9.382479514,Control,190703
8.449018542000001,Control,190703
18.04212515,Control,190703
12.65198641,Control,190703
8.17137374,Control,190703
14.11680209,Control,190703
10.70368581,Control,190703
7.606510178,Control,190703
9.511727957,Control,190703
6.237434085,Control,190703
36.3140253,Control,190703
20.1388221,Control,190703
11.03877437,Control,190703
16.40019123,Control,190703
25.73480095,Control,190703
24.77261811,Control,190703
6.022020015,Control,190703
10.10052642,Control,190703
9.602680564,Control,190703
25.28961187,Control,190703
19.80852053,Control,190703
9.602680564,Control,190703
7.6352320539999985,Control,190703
14.853996900000002,Control,190703
21.73288622,Control,190703
31.89564337,Control,190703
25.09334572,Control,190703
23.76256546,Control,190703
9.99999985,Control,190703
13.49449477,Control,190703
9.880325366,Control,190703
7.9990424839999985,Control,190703
11.04834833,Control,190703
27.08472913,Control,190703
13.303015599999998,Control,190703
29.34418338,Control,190703
30.521780300000003,Control,190703
23.92053578,Control,190703
14.17424584,Control,190703
9.506940977,Control,190703
39.41598792,Control,190703
11.04834833,Control,190703
15.09813285,Control,190703
33.35088509,Control,190703
19.55002364,Control,190703
14.50933439,Control,190703
34.81091379,Control,190703
34.47103826,Control,190703
30.14839591,Control,190703
8.606988861,Control,190703
30.54092821,Control,190703
7.759693517,Control,190703
18.96122518,Control,190703
15.50023912,Control,190703
36.46242166,Control,190703
10.61273321,Control,190703
16.18956414,Control,190703
15.80660579,Control,190703
19.64576323,Control,190703
29.77501152,Control,190703
52.82431706,Control,190703
9.41598837,Control,190703
45.94542774,Control,190703
8.669219592000001,Control,190703
12.95835308,Control,190703
25.40449938,Control,190703
19.09047362,Control,190703
17.59693607,Control,190703
15.49545214,Control,190703
32.43178506,Control,190703
5.088559043,Control,190703
38.13786443,Control,190703
30.11967403,Control,190703
9.387266494,Control,190703
9.554810771,Control,190703
44.74389593,Control,190703
16.36668238,Control,190703
32.91048299,Control,190703
8.621349798999999,Control,190703
7.994255504,Control,190703
12.12541868,Control,190703
42.24509271,Control,190703
6.960267966,Control,190703
17.99425535,Control,190703
19.72714188,Control,190703
12.55624682,Control,190703
29.76065058,Control,190703
48.94686379,Control,190703
8.989947208,Control,190703
14.22211563,Control,190703
16.14169435,Control,190703
14.88271878,Control,190703
38.27668683,Control,190703
32.06318765,Control,190703
22.42699823,Control,190703
18.14743869,Control,190703
15.50981307,Control,190703
4.921014766,Control,190703
12.18764941,Control,190703
42.86261305,Control,190703
7.424604962999999,Control,190703
49.71278049,Control,190703
41.30684476,Control,190703
50.46433624,Control,190703
11.41694574,Control,190703
25.15078947,Control,190703
19.43034916,Control,190703
29.38247921,Control,190703
9.865964428,Control,190703
36.87888887,Control,190703
8.520823232,Control,190703
52.14456599,Control,190703
11.28769729,Control,190703
52.4222108,Control,190703
28.9229292,Control,190703
14.84920993,Control,190703
7.51555757,Control,190703
22.22115811,Control,190703
27.29535622,Control,190703
32.60411631,Control,190703
11.57491605,Control,190703
29.88032507,Control,190703
9.578745667,Control,190703
32.16371421,Control,190703
22.27860187,Control,190703
51.33556649,Control,190703
27.64480571,Control,190703
25.51938688,Control,190703
36.71134459,Control,190703
22.27860187,Control,190703
23.84873109,Control,190703
13.63810415,Control,190703
32.70942986,Control,190703
10.11967433,Control,190703
26.24222076,Control,190703
10.83772123,Control,190703
7.137386202,Control,190703
31.75203399,Control,190703
10.46433685,Control,190703
29.90904694,Control,190703
32.99186164,Control,190703
25.69650512,Control,190703
44.92101416,Control,190703
7.419817983,Control,190703
28.47774012,Control,190703
19.31067467,Control,190703
9.473432122,Control,190703
5.481091349,Control,190703
9.023456063,Control,190703
54.57156452,Control,190703
7.8123502889999985,Control,190703
52.52752434,Control,190703
11.30684521,Control,190703
53.49449417,Control,190703
28.59262762,Control,190703
25.86883637,Control,190703
24.73910925,Control,190703
13.40354216,Control,190703
9.506940977,Control,190703
25.01675405,Control,190703
23.80564828,Control,190703
23.13547117,Control,190703
27.69746248,Control,190703
42.45093282,Control,190703
17.43417877,Control,190703
27.28578226,Control,190703
14.2987073,Control,190703
30.65102874,Control,190703
17.49162252,Control,190703
22.38391541,Control,190703
42.09669635,Control,190703
31.04834803,Control,190703
31.15366157,Control,190703
51.41694513,Control,190703
17.02728553,Control,190703
21.05792213,Control,190703
28.49210106,Control,190703
33.05409237,Control,190703
27.78841509,Control,190703
6.476783052,Control,190703
38.76974571,Control,190703
40.24892232,Control,190703
37.37673472,Control,190703
28.14265156,Control,190703
14.73432242,Control,190703
28.25753907,Control,190703
13.49449477,Control,190703
24.2173285,Control,190703
29.95212976,Control,190703
8.999521167000001,Control,190703
40.16754368,Control,190703
5.83532782,Control,190703
41.43130622,Control,190703
18.77931997,Control,190703
15.06941097,Control,190703
23.08760138,Control,190703
40.85208172,Control,190703
44.32264175,Control,190703
16.893250100000003,Control,190703
17.3575871,Control,190703
39.14791708,Control,190703
40.06223013,Control,190703
20.57443722,Control,190703
25.86883637,Control,190703
29.25801775,Control,190703
29.79415944,Control,190703
14.28913334,Control,190703
24.81570092,Control,190703
15.83532767,Control,190703
10.71325977,Control,190703
21.77118206,Control,190703
7.041646615,Control,190703
33.7194825,Control,190703
21.46960236,Control,190703
33.98755334,Control,190703
25.04068895,Control,190703
27.75011926,Control,190703
23.89181391,Control,190703
37.41981753,Control,190703
30.62230686,Control,190703
12.90569631,Control,190703
35.26088985,Control,190703
36.98898939,Control,190703
5.605552812000001,Control,190703
34.21254137,Control,190703
9.861177449,Control,190703
13.86787916,Control,190703
15.50023912,Control,190703
36.25179457,Control,190703
25.78267075,Control,190703
43.96361829999999,Control,190703
10.75155561,Control,190703
10.20105298,Control,190703
33.66203875,Control,190703
33.82000907,Control,190703
31.76639493,Control,190703
11.2398275,Control,190703
38.23360402,Control,190703
35.18908516,Control,190703
49.81809403,Control,190703
35.921493,Control,190703
37.44853941,Control,190703
51.38343628,Control,190703
30.99090427,Control,190703
38.24796496,Control,190703
44.41838133,Control,190703
30.67017666,Control,190703
21.87170862,Control,190703
27.81713697,Control,190703
34.01148824,Control,190703
16.9411199,Control,190703
7.060794532,Control,190703
16.53422665,Control,190703
26.68262286,Control,190703
33.76256531,Control,190703
50.94782116,Control,190703
37.25227326,Control,190703
12.99664892,Control,190703
27.78362811,Control,190703
32.24987984,Control,190703
10.13882225,Control,190703
10.55050247,Control,190703
37.44375243,Control,190703
37.46768733,Control,190703
10.89516499,Control,190703
15.43322141,Control,190703
19.63618927,Control,190703
13.05409267,Control,190703
49.07132526,Control,190703
30.67975062,Control,190703
42.46529376,Control,190703
7.505983611,Control,190703
11.82862596,Control,190703
33.31258925,Control,190703
25.66299626,Control,190703
23.499281600000003,Control,190703
25.74916189,Control,190703
9.784585779,Control,190703
11.89564367,Control,190703
31.31641887,Control,190703
8.616562819,Control,190703
38.76017175,Control,190703
37.14217273,Control,190703
38.932503,Control,190703
28.53518387,Control,190703
43.26950629,Control,190703
20.83293411,Control,190703
7.520344549,Control,190703
27.09909007,Control,190703
7.280995582,Control,190703
11.69937752,Control,190703
17.60651003,Control,190703
29.28673963,Control,190703
42.70464273,Control,190703
36.83580605,Control,190703
16.62517926,Control,190703
35.33269454,Control,190703
46.48156943,Control,190703
8.085208112,Control,190703
11.34514105,Control,190703
9.229296175,Control,190703
6.194351271,Control,190703
12.68070828,Control,190703
13.78171353,Control,190703
7.3049304789999985,Control,190703
19.25323092,Control,190703
12.82431766,Control,190703
53.50406813,Control,190703
34.78697889,Control,190703
6.165629395,Control,190703
29.04260368,Control,190703
10.66538998,Control,190703
9.463858163,Control,190703
13.49928175,Control,190703
7.032072656,Control,190703
31.67065534,Control,190703
18.60220173,Control,190703
7.51555757,Control,190703
14.07850625,Control,190703
7.309717458,Control,190703
8.386787811,Control,190703
8.09956905,Control,190703
13.36045935,Control,190703
5.299186134,Control,190703
7.44375288,Control,190703
12.99664892,Control,190703
34.54762993,Control,190703
9.602680564,Control,190703
11.9578744,Control,190703
15.99329799,Control,190703
45.02632771,Control,190703
9.92340818,Control,190703
11.25897542,Control,190703
10.50741966,Control,190703
7.616084136,Control,190703
11.01005249,Control,190703
18.85112466,Control,190703
17.64001888,Control,190703
9.751076924,Control,190703
14.24605053,Control,190703
7.29535652,Control,190703
18.97558612,Control,190703
13.68597394,Control,190703
28.65007137,Control,190703
9.401627432,Control,190703
7.213977871,Control,190703
7.654379971,Control,190703
29.54044953,Control,190703
14.57156512,Control,190703
8.104356029,Control,190703
5.246529361,Control,190703
12.22594524,Control,190703
20.89516484,Control,190703
35.97414977,Control,190703
19.29631374,Control,190703
32.40306318,Control,190703
23.30780243,Control,190703
12.85782652,Control,190703
17.65437982,Control,190703
16.17999018,Drug,190703
12.63762547,Drug,190703
17.18046887,Drug,190703
11.25418844,Drug,190703
19.33939655,Drug,190703
